class,sudut_kiri,sudut_kanan
0,83.2386120424823,87.70686779852603
0,83.97284953094828,90.1183043843962
0,83.75080902171337,88.80719831890075
0,84.06072469701292,89.47614159262822
0,84.07437576326737,89.9783769549514
0,84.12701826950543,90.1274084102974
0,83.41437085191976,89.19920520477292
0,83.57760696785071,89.20936061702628
0,83.55060117634305,89.3400780859048
0,83.76233016434671,89.53573417321365
0,83.49756968140906,89.52396316022336
0,83.2343879133307,89.30761455217394
0,83.25408764791243,89.24787126662187
0,83.55791291627683,89.50405536874618
0,83.33406802132633,89.4680716159199
0,83.33273675147048,89.35488348416597
0,82.5777531227615,88.64819218430826
0,81.76187480490397,87.3286889415806
0,81.92720120786433,87.41720536589472
0,82.01522952025354,87.39965193135257
0,81.68846098272596,86.85056911261019
0,81.70373026611988,86.68037238735536
0,81.81077468085142,86.97374947080367
0,81.77996187862844,86.97755583068026
0,83.05669532631725,87.0633129881175
0,82.66487685839435,86.17497103852172
0,82.88995630641742,85.96638795797965
0,84.07711927491526,86.53180427562943
0,83.99724757875609,85.94153757302485
0,83.84561053175626,85.72458956200775
0,83.85841763267949,85.89427669282196
0,85.20384461619524,86.84592758435954
0,79.66610426546724,10.937288001746973
0,62.18578428585836,8.413124271453546
0,56.84632333843619,24.273804368868465
0,23.17602867846066,34.51751023220351
0,49.09731262649606,55.698487331833405
0,91.266597797901,89.67727568687289
0,93.65264078837305,91.7811424300919
0,93.5997910081363,91.89097978729122
0,93.61971328135039,91.96267732027118
0,93.6140367268864,92.02884125625341
0,93.66287189079412,92.16198714378245
0,93.73657221874178,92.25762457886992
0,93.77176747919768,92.33379117785297
0,93.80358713577552,92.40026039094482
0,93.6073103860931,91.9832497419395
0,93.34876224620007,91.50733517908354
0,93.27955391096144,91.39497700498752
0,92.88922144986344,90.46103331736028
0,92.72223133992173,90.08689264921176
0,92.67228250366452,89.93567636006752
0,92.6401222895982,89.87268761230456
0,91.88205288762782,89.60925842481318
0,91.6368918830439,89.39248133765201
0,91.6831748136203,89.26660176724232
0,91.7120614341787,89.34067253877777
0,90.96474325020046,89.09344222873942
0,88.73332077478818,86.16740982812101
0,87.87936996510713,85.13013045325752
0,88.82191699555355,85.81190909674118
0,88.54333817932093,85.9422768842714
0,88.86311818212415,86.25469886763214
0,88.93820460712935,86.28335504599156
0,89.32874278388122,86.83221337091807
0,89.02781607163178,86.35356809551098
0,88.93590617913713,86.16331574655743
0,89.02841238215326,86.09140677051187
0,88.95347615282317,85.98550293429099
0,88.7082924853745,85.91071358652187
0,88.73739262003241,85.6262613290141
0,88.92491320750358,85.76751700119361
0,88.541718717686,85.85125094771058
0,88.38818638956324,85.75141999518907
0,88.1393290861703,85.71420900708742
0,87.95905483319461,86.63767989355374
0,87.67960084683102,87.07277109900471
0,87.7959978248457,87.15662771947336
0,87.36211217745414,86.9983059127761
0,87.42596828915224,87.06889076599519
0,87.73645868496726,88.19685638122817
0,87.53692087710489,87.50402075630143
0,87.46988319499486,87.39434874368492
0,87.6622118657197,87.7069254123279
0,87.59017632678217,87.70642678021197
0,88.79783447094054,89.45212207266714
0,88.4647108070247,88.80696431008714
0,88.62373427047746,88.52401436188417
0,89.66152403660196,90.36540259714609
0,89.92827419483392,90.23670432494843
0,89.86564820629954,89.96857187010156
0,90.3072301989172,90.20923063884464
0,83.99780807304215,84.678238742956
0,85.66131441374587,86.07056390947079
0,86.71826627749026,86.9052920813563
0,86.68885975071339,86.85476763763332
0,86.0468991875221,86.98682169932766
0,85.74379940447562,87.09033770062359
0,85.57015279623141,87.09246641762034
0,85.49916324412459,87.0895560954772
0,85.45634653743656,87.08855409046352
0,85.60868712137098,87.38159125225324
0,85.61741564010691,87.43591734720813
0,85.62385117820806,87.39197316518668
0,84.34397474904408,88.33117328145414
0,85.06361167890972,89.74664260446329
0,85.25196211583236,90.55296893464585
0,85.34178402127812,90.98390641120831
0,84.92926212966387,90.10775341311542
0,84.80020535041294,89.64145726897209
0,85.15357519610538,90.12580477865143
0,85.34053170024141,90.47995807573031
0,84.89358924179321,89.76832326815159
0,84.8132244883526,89.58418671498653
0,84.96192334610733,89.8916741412442
0,85.11548642788262,90.10363293171687
0,84.79017419130116,89.78660932199094
0,84.89815871844995,89.97419921047174
0,85.28125364096313,91.02714904744124
0,83.01702274446767,87.7941208844067
0,82.94813205122344,87.9652144166001
0,82.76064687805314,87.89972138597426
0,82.72144333923518,87.8647011844436
0,84.30186301082436,88.27947025897612
0,84.07525603099123,87.74426326643231
0,84.16628003607144,87.7098869249966
0,86.67125662589584,89.78639513823964
0,91.84635430314614,92.25913853463699
0,92.39857726994087,92.21108874195725
0,92.35820965841367,92.12911751522985
0,92.39919685758592,92.1362446196033
0,92.32749947027722,92.17757449210775
0,92.25123580587781,92.22884293659486
0,92.24467223643646,92.30669062846687
0,92.13184161684333,92.08743690996235
0,92.02766209193246,91.91958975828081
0,91.95558889230563,91.80363427349128
0,91.91430141396485,91.75805307079456
0,91.73464708923512,91.2875578293774
0,91.66845384732268,91.11769036793929
0,91.65610552613201,91.06122847200619
0,91.66815158564731,91.03398944485987
0,91.68170412742522,91.01867981333507
0,91.71469232174853,90.79004476929293
0,91.97986827452466,90.8322586540957
0,92.13714288259185,90.75639519465383
0,92.23001884510664,90.73664180711027
0,91.70543583557898,89.96406984273393
0,91.3425079601808,89.66151559409958
0,91.15741492387835,89.56940206479393
0,91.21491723625913,89.6216743306999
0,89.5995998992654,88.57900489021478
0,88.3082218949549,87.87590687878382
0,89.15809292488952,87.28832381314636
0,89.13253213161157,87.46158379721649
0,89.13077739336495,87.44173157117312
0,88.90034038642011,87.24314106144277
0,89.49381633386265,87.96356331749072
0,89.2124954449375,87.66005117052961
0,89.03062719764326,87.54369196755063
0,88.94599607741044,87.56386959362545
0,89.14083273663755,87.8673341654488
0,89.11739915613056,87.70476873192833
0,89.16785236331899,87.57960599593736
0,89.07180924271009,87.54017793620052
0,89.14217581361247,87.6860254803078
0,89.16160322055738,87.89995718353298
0,89.21154414519036,87.93451042907692
0,88.78316894574492,86.76354636666898
0,91.26632671961977,89.67697204118898
0,91.20867768860472,89.77354837527677
0,90.92597088151557,89.71219694122632
0,90.36829011741456,89.59240266880124
0,90.34341403649773,89.66621057037558
0,90.40482408858554,89.87124849807255
0,175.60933534948245,160.13914724739374
0,136.51122255162093,138.19469850570172
0,82.89472739788957,86.54385276563141
0,83.92008473508376,87.17038212262568
0,84.10336810065554,87.4411812268004
0,83.93604660934464,87.35949366204987
0,83.93927257842834,87.42045934833128
0,83.79492327552484,87.29834757597962
0,84.90632911250744,87.71314181877517
0,85.00059724579347,87.49857951867341
0,84.9549396687078,87.36105299285438
0,92.32933471722222,91.02664645203278
0,92.37153893657558,90.64903266126483
0,92.39449180823655,90.68640849263546
0,92.39476220867365,90.72096342443952
0,92.4103141184921,90.75185719560734
0,92.36793937091292,90.3266023991208
0,92.50492110678144,90.26470132160127
0,92.58093000390656,90.20458208785136
0,92.57098036229942,90.17113363877611
0,91.95836045958889,89.52938647353444
0,91.7780443109211,89.42849029996592
0,91.7818232085649,89.44423868215395
0,91.77947524536756,89.47896669408865
0,90.61952136637045,88.47607949968491
0,90.36507571271035,88.16070282633272
0,90.5875310542007,88.33695531931355
0,90.62324141039885,88.35008645158898
0,89.67366435855307,88.14840862716068
0,89.55550053935475,87.94482754786524
0,90.11073193170938,87.77641665772164
0,90.37912493384223,88.19238130504145
0,90.32848561211509,88.18750420869966
0,90.2933282616345,88.17701099193908
0,90.28950454235323,87.76660516516374
0,90.25373353156911,87.53726586795143
0,90.19740016708263,87.40887986234404
0,90.14809407002898,87.32698741211935
0,89.48912003085354,86.65775867480245
0,89.15968888131879,86.39631615613168
0,89.04683872636271,86.29767135983616
0,91.0656074972501,89.4317401105386
0,119.58227759893147,121.36707986613867
0,120.13598508823551,124.44195301671284
0,122.6587762823536,125.22639274335421
0,123.02905200158615,124.87593295233762
0,123.57935532438646,123.78853012462754
0,126.68939959327153,125.17582028254604
0,126.72284358012882,128.0309086512292
0,126.78525764855253,128.02657160334704
0,126.84562645155337,127.98664104739174
0,126.97789939818105,127.98195911577155
0,127.02776674163218,127.9838534695568
0,127.0790695275658,127.97649060794568
0,127.11043878300066,127.97077010030524
0,127.13822784073741,127.96672934701394
0,129.58246664314845,128.86077974496718
0,128.57281888333975,128.69861643119938
0,126.84168976129055,127.73744640655516
0,126.78712736962908,128.89552759747622
0,128.07578333244643,130.39126737647442
0,128.1390912087817,130.82580640758823
0,127.80969440765251,130.92122896940856
0,127.6164885513004,130.9564759016717
0,127.37161819262681,130.91420246166336
0,127.30638261587424,130.93480858925287
0,127.32430292001696,130.9984084192304
0,128.98405035583036,132.1879916677311
0,128.83819773524132,132.83686437970024
